"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1221",4,"AvMed, Inc. d/b/a AvMed Health Plans
                                    
                                        
                                    

                                    
                                        CMS Contract: H1016","FL","HMO","Yes",3.5,3,3.5,"Medicare"
"1320",4,"Florida Health Care Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1035","FL","HMO/POS","Yes",4,4,3,"Medicare"
"1415",4,"Freedom Health Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5427","FL","HMO","Yes",3,4,3.5,"Medicare"
"1515",4,"Health First Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1099","FL","HMO/POS","Yes",3.5,3.5,3.5,"Medicare"
"1614",4,"HealthSun Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5431","FL","HMO","No",5,3,3.5,"Medicare"
"1714",4,"Leon Medical Centers Health Plans
                                    
                                        
                                    

                                    
                                        CMS Contract: H5410","FL","HMO","No",4.5,4,3.5,"Medicare"
"1812",4,"Medica Healthcare Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5420","FL","HMO/POS","Yes",4,3,3.5,"Medicare"
"1912",4,"Optimum HealthCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5594","FL","HMO","Yes",3,3.5,3.5,"Medicare"
"2010",4,"Sierra Health and Life Insurance Company, Inc. (FL)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","FL","PPO","Yes",3.5,4,3.5,"Medicare"
"219",4,"Ultimate Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2962","FL","HMO","Yes",3.5,3.5,3.5,"Medicare"
"229",3.5,"CarePlus Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1019","FL","HMO","No",3,3.5,3.5,"Medicare"
"239",3.5,"Health Options Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1026","FL","HMO","Yes",3,3.5,3,"Medicare"
"247",3.5,"Humana Medical Plan, Inc. (Florida)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1036","FL","HMO","Yes",3,4,3.5,"Medicare"
"256",3.5,"Preferred Care Partners, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1045","FL","HMO/POS","Yes",NA,3,3,"Medicare"
"266",3.5,"UnitedHealthCare Insurance Company (Regional FL)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","FL","PPO","Yes",2.5,3.5,3,"Medicare"
"274",3,"Blue Cross And Blue Shield of Florida, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5434","FL","PPO","No",3.5,3,3,"Medicare"
"284",3,"Blue Cross And Blue Shield of Florida, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: R3332","FL","PPO","No",3.5,2.5,3,"Medicare"
"294",12,"12","FL","12","12",12,12,12,"Medicare"
"926",4,"Coventry Health Care of Florida, Inc. d/b/a Aetna Better Health of Florida","FL","HMO","Yes",4,3.5,3.5,"Medicaid"
"1025",3.5,"AMERIGROUP Florida, Inc.","FL","HMO","Yes",3,3,3,"Medicaid"
"1124",3.5,"Humana Medical Plan, Inc. (Florida)","FL","HMO","Yes",2.5,3,3,"Medicaid"
"1222",3.5,"Simply Healthcare Plans, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: Managed Medical Assistance / Region 11","FL","HMO","No",5,3,3.5,"Medicaid"
"1321",3.5,"WellCare of Florida, Inc.
                                    
                                        
                                    

                                    
                                        Special Area: Florida","FL","HMO","Yes",3,3,3,"Medicaid"
"1416",3,"Better Health, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: Managed Medical Assistance / Region 6 and 10","FL","HMO","No",3.5,3,2.5,"Medicaid"
"1516",3,"Molina Healthcare of Florida, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: Managed Medical Assistance","FL","HMO","Yes",3,2.5,3,"Medicaid"
"1615",3,"Simply Healthcare Plans, Inc.
                                    
                                        
                                    

                                    
                                        Special Project / Area: Managed Medical Assistance / State-wide","FL","HMO","No",4.5,3,2.5,"Medicaid"
"1715",3,"Sunshine Health Plan, Inc.","FL","HMO","Yes",3,2.5,2,"Medicaid"
"1813",3,"UnitedHealthcare of Florida, Inc., dba UnitedHealthcare Community Plan (Florida)","FL","HMO","Yes",3,2.5,2.5,"Medicaid"
"1913",2.5,"Prestige Health Choice","FL","HMO","Yes (Interim)",2.5,2.5,2.5,"Medicaid"
"2011",2,"South Florida Community Care Network","FL","HMO","No",3,3,1.5,"Medicaid"
"2110",NA,"Florida MHS Inc. d/b/a Magellan Complete Care","FL","HMO","Yes",NA,NA,NA,"Medicaid"
"2210",NA,"Freedom Health Inc.","FL","HMO","Yes",NA,0,NA,"Medicaid"
"2310",NA,"Children's Medical Services Managed Care Plan","FL","HMO","No",NA,NA,NA,"Medicaid"
"927",4,"Kaiser Foundation Health Plan of Georgia, Inc.","GA","HMO","Yes",3,4.5,3.5,"Commercial"
"1026",3.5,"Aetna Health Inc. (Georgia)","GA","HMO/POS","Yes",3.5,3,3,"Commercial"
"1125",3.5,"Aetna Life Insurance Company (Georgia)","GA","PPO/EPO","Yes",3,3.5,3,"Commercial"
"1223",3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","GA","HMO/POS","Yes",3,3.5,2.5,"Commercial"
"1322",3,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc.","GA","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"1417",3,"Alliant Health Plans, Inc.","GA","PPO","Yes",3.5,2,2,"Commercial"
"1517",3,"Blue Cross Blue Shield of Georgia, Inc.","GA","PPO","Yes",3.5,2.5,2,"Commercial"
"1616",3,"Cigna Health and Life Insurance Company - Georgia","GA","PPO","Yes",3.5,3,2.5,"Commercial"
"1716",3,"Connecticut General Life Insurance Company - Georgia","GA","PPO","Yes",3.5,3,2.5,"Commercial"
"1814",3,"Humana Employers Health Plan of Georgia, Inc.","GA","HMO/POS","Yes",2.5,3,2.5,"Commercial"
"1914",3,"United Healthcare Services, Inc  (Georgia)","GA","PPO","Yes",3,2.5,2.5,"Commercial"
"2012",3,"UnitedHealthcare Insurance Company (Georgia)","GA","PPO","Yes",3,2.5,2.5,"Commercial"
"2111",3,"UnitedHealthCare of Georgia, Inc.","GA","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"2211",NA,"Cigna HealthCare of Georgia, Inc.","GA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2311",NA,"Harken Health Insurance Company GA","GA","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"248",NA,"Humana Insurance Company (Georgia)","GA","PPO","No",NA,NA,NA,"Commercial"
"257",NA,"QualCare, Inc. (Georgia)","GA","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"267",NA,"Compass Rose Health Plan","GA","PPO","No",NA,NA,NA,"Commercial"
"928",4.5,"Aetna Life Insurance Company (Georgia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","GA","PPO","Yes",3.5,4,4,"Medicare"
"1027",4.5,"Kaiser Foundation Health Plan of Georgia, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1170","GA","HMO","Yes",3,5,4.5,"Medicare"
"1126",4,"Aetna Health Inc. (Georgia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1109","GA","HMO","Yes",3.5,2.5,3.5,"Medicare"
"1224",4,"Sierra Health and Life Insurance Company, Inc. (GA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","GA","PPO","Yes",3.5,4,3.5,"Medicare"
"1323",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","GA","PPO","No",4,3.5,3.5,"Medicare"
"1418",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","GA","HMO/POS","No",2.5,3,3.5,"Medicare"
"1518",3,"Cigna HealthCare of Georgia, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0439","GA","HMO","No",3,3,2.5,"Medicare"
"1617",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","GA","PPO","No",3,3,3,"Medicare"
"1717",3,"Humana Employers Health Plan of Georgia, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4141","GA","HMO","Yes",2.5,2.5,2.5,"Medicare"
"1815",3,"UnitedHealthcare of Georgia, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1111","GA","HMO","Yes",3,3,2.5,"Medicare"
"1915",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H6528","GA","PPO","No",3,3,2.5,"Medicare"
"2013",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H2165","GA","HMO","No",2.5,3,2.5,"Medicare"
"2112",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H6972","GA","HMO","No",2.5,2,2.5,"Medicare"
"2212",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","GA","PPO","No",2.5,2.5,3,"Medicare"
"2312",2.5,"WellCare of Georgia, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1112","GA","HMO","Yes",2,2,2,"Medicare"
"249",NA,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5302","GA","HMO","No",NA,0.5,NA,"Medicare"
"258",NA,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H8423","GA","HMO","No",NA,1.5,2.5,"Medicare"
"268",NA,"Peach State Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H7173","GA","HMO","No",NA,0.5,NA,"Medicare"
"275",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","GA","PPO","Yes",NA,2,3,"Medicare"
"929",3.5,"AMGP Georgia Managed Care Company, Inc. d/b/a Amerigroup Community Care","GA","HMO","Yes",3.5,3.5,2.5,"Medicaid"
"1028",3.5,"WellCare of Georgia, Inc.","GA","HMO","Yes",4,3.5,2.5,"Medicaid"
"1127",3,"Peach State Health Plan","GA","HMO","Yes",3.5,3,2,"Medicaid"
"930",4.5,"Hawaii Medical Service Association (Federal Plan 87)","HI","HMO/POS","Yes",5,3.5,3.5,"Commercial"
"1029",4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",3,4,4,"Commercial"
"1128",4,"Hawaii Medical Service Association (HMSA)","HI","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1225",4,"Hawaii Medical Service Association (HMSA)","HI","PPO","Yes",4.5,3.5,3,"Commercial"
"1324",NA,"Aetna Life Insurance Company (Hawaii)","HI","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1419",NA,"United HealthCare Services, Inc. (Hawaii)","HI","PPO","Yes",NA,NA,NA,"Commercial"
"1519",NA,"UnitedHealthcare Insurance Company (Hawaii)","HI","PPO","Yes",NA,NA,NA,"Commercial"
"1618",NA,"UnitedHealthcare Military & Veterans Services, LLC","HI","POS","Yes",NA,NA,NA,"Commercial"
"1718",NA,"Compass Rose Health Plan","HI","PPO","No",NA,NA,NA,"Commercial"
"931",5,"Kaiser Foundation Health Plan, Inc. - Hawaii
                                    
                                        
                                    

                                    
                                        CMS Contract: H1230","HI","HMO","Yes",4,4.5,4.5,"Medicare"
"1030",4,"Hawaii Medical Service Association (HMSA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3832","HI","PPO","Yes",3.5,4,3.5,"Medicare"
"1129",4,"Sierra Health and Life Insurance Company, Inc. (HI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","HI","PPO","Yes",3.5,4,3.5,"Medicare"
"1226",3.5,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","HI","HMO","No",2.5,3.5,3.5,"Medicare"
"1325",2.5,"UnitedHealthCare Insurance Company (Hawaii Regional)
                                    
                                        
                                    

                                    
                                        CMS Contract: R3175","HI","PPO","No",2,2,3,"Medicare"
"1420",2.5,"WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H2491","HI","POS","Yes",2,2,2.5,"Medicare"
"1520",NA,"UnitedHealthcare Insurance Company (HI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","HI","PPO","Yes",NA,2,3,"Medicare"
"932",4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",4,4.5,4,"Medicaid"
"1031",3.5,"WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: HI Medicaid","HI","HMO","Yes",3,2,3,"Medicaid"
"1130",3,"Hawaii Medical Service Association (HMSA)","HI","HMO","Yes",3,2.5,3,"Medicaid"
"1227",3,"UnitedHealthcare Insurance Company dba UnitedHealthcare Community Plan (HI QUEST Integration)","HI","HMO","Yes",2.5,2,3,"Medicaid"
"1326",NA,"AlohaCare","HI","HMO","Yes",NA,NA,NA,"Medicaid"
"933",3.5,"Aetna Health of Utah, Inc.","ID","HMO/POS","Yes",3.5,3,3.5,"Commercial"
"1032",3.5,"Aetna Life Insurance Company (Idaho)","ID","PPO/EPO","Yes",3,2.5,3,"Commercial"
"1131",3.5,"Blue Cross of Idaho Health Services, Inc.","ID","PPO","Yes",3,2.5,3,"Commercial"
"1228",3.5,"SelectHealth Inc. (ID)","ID","POS","Yes",2.5,3,3,"Commercial"
"1327",3,"PacificSource Health Plans - Idaho","ID","PPO","Yes",3,2,2.5,"Commercial"
"1421",3,"Regence BlueShield of Idaho","ID","PPO","Yes",2.5,2,2.5,"Commercial"
"1521",3,"United Healthcare Services, Inc  (Idaho)","ID","PPO","Yes",2.5,2.5,3,"Commercial"
"1619",3,"UnitedHealthcare Insurance Company (Idaho)","ID","PPO","Yes",2.5,2.5,3,"Commercial"
"1719",NA,"UnitedHealthcare Military & Veterans Services, LLC","ID","POS","Yes",NA,NA,NA,"Commercial"
"1816",NA,"Compass Rose Health Plan","ID","PPO","No",NA,NA,NA,"Commercial"
"934",4,"Blue Cross of Idaho Health Services, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1350","ID","HMO","No",4.5,3.5,4,"Medicare"
"1033",4,"Sierra Health and Life Insurance Company, Inc. (ID,OR,WA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","ID","PPO","Yes",3.5,4,3.5,"Medicare"
"1132",3.5,"Regence BlueShield of Idaho
                                    
                                        
                                    

                                    
                                        CMS Contract: H1304","ID","PPO","Yes",3,3.5,3,"Medicare"
"1229",3.5,"Regence BlueShield of Idaho
                                    
                                        
                                    

                                    
                                        CMS Contract: H1969","ID","HMO","Yes",3.5,2,3,"Medicare"
"1328",3.5,"SelectHealth Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1994","ID","POS","No",3.5,3.5,4,"Medicare"
"1422",3,"Blue Cross of Idaho Health Services, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1302","ID","PPO","No",2.5,2.5,3.5,"Medicare"
"1522",3,"PacificSource Community Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3864","ID","HMO/POS","No",3,3.5,3,"Medicare"
"1620",3,"PacificSource Community Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4754","ID","PPO","No",3,2,2.5,"Medicare"
"1720",NA,"UnitedHealthcare Insurance Company(ID,OR)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","ID","PPO","Yes",NA,2,3,"Medicare"
"120",NA,"[ No Data Submitted for Accounts ]","ID","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"935",4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IL","HMO","Yes",3,3.5,3.5,"Commercial"
"1034",4,"Health Alliance Medical Plans","IL","HMO/POS","Yes",4,4,3.5,"Commercial"
"1133",4,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: Accreditation","IL","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1230",3.5,"Aetna Health Inc. (Pennsylvania) - Missouri","IL","HMO/POS","Yes",3,2,3,"Commercial"
"1329",3.5,"Aetna Life Insurance Company (Illinois)","IL","PPO/EPO","Yes",3.5,3,3,"Commercial"
"1423",3.5,"Humana Health Plan, Inc. (Illinois)","IL","HMO/POS","Yes",3,3,3,"Commercial"
"1523",3.5,"Humana Insurance Company (Illinois)","IL","PPO","Yes",2,3.5,3.5,"Commercial"
"1621",3.5,"United Healthcare Services, Inc  (Illinois)","IL","PPO","Yes",3,3,3,"Commercial"
"1721",3.5,"UnitedHealthcare Insurance Company (Illinois)","IL","PPO","Yes",3,3,3,"Commercial"
"1817",3.5,"UnitedHealthcare Insurance Company of Illinois","IL","PPO","Yes",3,3,3,"Commercial"
"1916",3.5,"UnitedHealthcare Plan of the River Valley, Inc.","IL","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"2014",3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","IL","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"2113",3,"Cigna Health and Life Insurance Company - Illinois","IL","PPO","Yes",2.5,3,2.5,"Commercial"
"2213",3,"Connecticut General Life Insurance Company - Illinois","IL","PPO","Yes",2.5,3,2.5,"Commercial"
"2313",3,"Coventry Health Care of Illinois, Inc.","IL","HMO/POS","Yes",3.5,2,2,"Commercial"
"2410",2.5,"Cigna HealthCare of St. Louis, Inc.","IL","HMO/POS","Yes",3,2,1.5,"Commercial"
"259",2.5,"Coventry Health and Life Insurance Company (Illinois)","IL","PPO","Yes",2.5,2,2,"Commercial"
"269",2.5,"Coventry Health Care of Illinois, Inc.","IL","PPO","Yes",2.5,2,2,"Commercial"
"276",1,"Union Health Service","IL","HMO","No",2.5,0.5,1,"Commercial"
"285",NA,"Aetna Health Inc. (Pennsylvania) - Illinois","IL","HMO/POS","Yes",NA,NA,NA,"Commercial"
"295",12,"12","IL","12","12",12,12,12,"Commercial"
"936",5,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1651","IL","HMO","Yes",5,4.5,NA,"Medicare"
"1035",4.5,"Aetna Life Insurance Company (Illinois)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","IL","PPO","Yes",3.5,4,4,"Medicare"
"1134",4.5,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1468","IL","HMO","Yes",4.5,4,3.5,"Medicare"
"1231",4,"Aetna Health Inc. (Pennsylvania) - Illinois
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","IL","HMO","Yes",3,4,3.5,"Medicare"
"1330",4,"Essence Healthcare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2610","IL","HMO","No",4.5,4.5,3.5,"Medicare"
"1424",4,"Health Alliance Connect
                                    
                                        
                                    

                                    
                                        CMS Contract: H1463","IL","HMO","Yes",4.5,4,3,"Medicare"
"1524",4,"Sierra Health and Life Insurance Company, Inc. (IL)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","IL","PPO","Yes",3.5,4,3.5,"Medicare"
"1622",4,"UnitedHealthcare of Wisconsin, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","IL","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1722",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","IL","PPO","No",4,3.5,3.5,"Medicare"
"1818",3.5,"Coventry Health Care of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7301","IL","PPO","No",3,3,3.5,"Medicare"
"1917",3.5,"Coventry Health Care of Missouri, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2663","IL","HMO/POS","No",3.5,3.5,3.5,"Medicare"
"2015",3.5,"Humana Health Plan, Inc. (Illinois)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1406","IL","HMO","Yes",2.5,3.5,3,"Medicare"
"2114",3.5,"Humana Insurance Company (KS, MO)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1716","IL","PPO","Yes",3.5,3,3,"Medicare"
"2214",3,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois
                                    
                                        
                                    

                                    
                                        CMS Contract: H1415","IL","HMO","Yes",2.5,3,2.5,"Medicare"
"2314",3,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois
                                    
                                        
                                    

                                    
                                        CMS Contract: H6751","IL","HMO","Yes",2,1.5,3,"Medicare"
"2411",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","IL","PPO","No",3,3,3,"Medicare"
"2510",3,"Humana Health Plan, Inc. (Illinois)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0336","IL","HMO","Yes",2,1.5,3,"Medicare"
"2610",2.5,"Aetna Better Health of Illinois
                                    
                                        
                                    

                                    
                                        CMS Contract: H2506","IL","HMO","Yes (Interim)",NA,1,2.5,"Medicare"
"277",2.5,"Harmony Health Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","IL","HMO/POS","Yes",1.5,2,2,"Medicare"
"286",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","IL","PPO","No",2.5,2.5,3,"Medicare"
"296",12,"12","IL","12","12",12,12,12,"Medicare"
"937",4,"Meridian Health Plan of Illinois, Inc.","IL","HMO","Yes",3,3.5,3.5,"Medicaid"
"1036",3.5,"Humana Health Plan, Inc. (Illinois)","IL","HMO","Yes",3,NA,3,"Medicaid"
"1135",3.5,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","Yes",3.5,NA,3,"Medicaid"
"1232",3,"Harmony Health Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        Special Area: IL Region","IL","HMO","Yes",2,3,2,"Medicaid"
"1331",3,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - FHP","IL","HMO","Yes",2,2,2.5,"Medicaid"
"1425",3,"Molina Healthcare of Illinois, Inc.","IL","HMO","Yes",2,3,2.5,"Medicaid"
"1525",2.5,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois","IL","HMO","Yes",3.5,NA,2,"Medicaid"
"1623",2,"Aetna Better Health of Illinois","IL","HMO","Yes (Interim)",3,2.5,1.5,"Medicaid"
"1723",2,"Family Health Network","IL","HMO","Yes",2,3,1,"Medicaid"
"1819",1.5,"Community Care Alliance of Illinois","IL","HMO","Yes",3,1,1,"Medicaid"
"1918",NA,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IL","HMO","Yes",NA,NA,NA,"Medicaid"
"2016",NA,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: MMAI","IL","HMO","Yes",4,NA,NA,"Medicaid"
"2115",NA,"NextLevel Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","No",NA,NA,NA,"Medicaid"
"2215",NA,"NextLevel Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - FHP","IL","HMO","No",NA,NA,NA,"Medicaid"
"2315",NA,"Cook County Health & Hospitals System's CountyCare Health Plan","IL","HMO","No (In process)",NA,NA,NA,"Medicaid"
"2412",NA,"Health Alliance Connect
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - FHP","IL","HMO","No",NA,NA,NA,"Medicaid"
"2511",NA,"Health Alliance Connect
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","No",NA,NA,NA,"Medicaid"
"938",3.5,"Aetna Life Insurance Company (Indiana)","IN","PPO/EPO","Yes",3,2.5,3,"Commercial"
"1037",3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",3,2.5,3,"Commercial"
"1136",3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","PPO/EPO","Yes",3,3,3,"Commercial"
"1233",3,"Aetna Health Inc. (Pennsylvania) - Ohio","IN","HMO/POS","Yes",2.5,2.5,3,"Commercial"
"1332",3,"United Healthcare Services, Inc  (Indiana)","IN","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1426",3,"UnitedHealthcare Insurance Company (Indiana)","IN","PPO","Yes",2.5,2.5,2.5,"Commercial"
"1526",2.5,"Cigna Health and Life Insurance Company - Indiana","IN","PPO","Yes",3,1.5,2,"Commercial"
"1624",2.5,"Connecticut General Life Insurance Company - Indiana","IN","PPO","Yes",3,1.5,2,"Commercial"
"1724",NA,"Aetna Health Inc. (Pennsylvania) - Illinois","IN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1820",NA,"Cigna HealthCare of Indiana, Inc","IN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1919",NA,"Indiana University Health Plans, Inc.","IN","HMO","Yes",NA,NA,NA,"Commercial"
"2017",NA,"Compass Rose Health Plan","IN","PPO","No",NA,NA,NA,"Commercial"
"939",4.5,"Aetna Life Insurance Company (Indiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","IN","PPO","Yes",3.5,4,4,"Medicare"
"1038",4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","IN","PPO","Yes",3.5,4,3.5,"Medicare"
"1137",4,"UnitedHealthcare of the Midlands, Inc. - IL/IN
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","IN","HMO","Yes",NA,4.5,3,"Medicare"
"1234",3.5,"Humana Insurance Company (Indiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1510","IN","PPO","No",3,3,3.5,"Medicare"
"1333",3.5,"Indiana University Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7220","IN","HMO/POS","No",4,3.5,3,"Medicare"
"1427",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","IN","HMO/POS","No",2.5,3,3.5,"Medicare"
"1527",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","IN","PPO","No",3,3,3,"Medicare"
"1625",2.5,"Cigna HealthCare of Indiana, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H3945","IN","HMO","No",2.5,2,2.5,"Medicare"
"1725",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","IN","PPO","No",2.5,2.5,3,"Medicare"
"1821",NA,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","IN","PPO","Yes",NA,2,3,"Medicare"
"1920",NA,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (Regional)
                                    
                                        
                                    

                                    
                                        CMS Contract: R5941","IN","PPO","No",NA,NA,NA,"Medicare"
"940",3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",3,3.5,3,"Medicaid"
"1039",3.5,"MDwise, Inc.","IN","HMO","Yes",3,3.5,3,"Medicaid"
"1138",3,"Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services)
                                    
                                        
                                    

                                    
                                        Special Project: IN HHW-Medicaid","IN","HMO","Yes",3,3,2,"Medicaid"
