"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"298",12,"12","IL","12","12",12,12,12,"Medicare"
"937",3.5,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: MMAI","IL","HMO","Yes",4,NA,2.5,"Medicaid"
"1036",3.5,"Meridian Health Plan of Illinois, Inc.","IL","HMO","Yes",2.5,3.5,3,"Medicaid"
"1135",3,"Harmony Health Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        Special Area: IL Region","IL","HMO","Yes",1.5,3,2.5,"Medicaid"
"1233",3,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","Yes",2.5,2,2.5,"Medicaid"
"1330",3,"Molina Healthcare of Illinois, Inc.","IL","HMO","Yes",2.5,2.5,2.5,"Medicaid"
"1429",2.5,"IlliniCare Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - FHP","IL","HMO","Yes",1,2,2.5,"Medicaid"
"1529",NA,"Aetna Better Health of Illinois","IL","HMO","Yes",NA,2,2.5,"Medicaid"
"1628",NA,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IL","HMO","Yes",NA,NA,NA,"Medicaid"
"1727",NA,"Cook County Health & Hospitals System's CountyCare Health Plan","IL","HMO","Yes",NA,NA,NA,"Medicaid"
"1823",NA,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","Yes",NA,0,0,"Medicaid"
"1922",NA,"Humana Health Plan, Inc. (Illinois)","IL","HMO","No",NA,NA,2.5,"Medicaid"
"2021",NA,"Family Health Network","IL","HMO","No",NA,NA,NA,"Medicaid"
"2119",NA,"NextLevel Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - ICP","IL","HMO","No",NA,NA,NA,"Medicaid"
"2217",NA,"NextLevel Health
                                    
                                        
                                    

                                    
                                        Special Project: Illinois - FHP","IL","HMO","No",NA,NA,NA,"Medicaid"
"938",3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","PPO/EPO","Yes",3,3,3,"Commercial"
"1037",3,"Aetna Health Inc. (Pennsylvania) - Illinois","IN","HMO/POS","Yes",3,2.5,3,"Commercial"
"1136",3,"Aetna Health Inc. (Pennsylvania) - Ohio","IN","HMO/POS","Yes",3,2,3,"Commercial"
"1234",3,"Aetna Life Insurance Company (Indiana)","IN","PPO/EPO","Yes",3,2,2.5,"Commercial"
"1331",3,"United HealthCare Services, Inc. (Indiana)","IN","PPO","Yes",2.5,2.5,3,"Commercial"
"1430",3,"UnitedHealthcare Insurance Company (Indiana)","IN","PPO","Yes",2.5,2.5,3,"Commercial"
"1530",2.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",NA,1.5,2,"Commercial"
"1629",2.5,"Cigna Health and Life Insurance Company - Indiana","IN","PPO","Yes",3,1.5,2,"Commercial"
"1728",1.5,"American Postal Workers Union Health Plan","IN","PPO","No",4,0.5,1.5,"Commercial"
"1824",NA,"Cigna HealthCare of Indiana, Inc","IN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1923",NA,"UnitedHealthcare of Illinois, Inc.","IN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2022",NA,"UnitedHealthcare of Kentucky, LTD.","IN","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2120",NA,"Compass Rose Health Plan","IN","PPO","No",NA,NA,NA,"Commercial"
"2218",NA,"Government Employees Health Association, Inc.","IN","PPO","No",NA,NA,NA,"Commercial"
"2315",NA,"National Association of Letter Carriers Health Benefit Plan","IN","PPO","No",NA,NA,NA,"Commercial"
"2413",NA,"Special Agents Mutual Benefit Association","IN","PPO","No",NA,NA,NA,"Commercial"
"939",4,"Aetna Life Insurance Company (Indiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","IN","PPO","Yes",3.5,4,3.5,"Medicare"
"1038",4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","IN","PPO","Yes",4,5,3.5,"Medicare"
"1137",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","IN","PPO","No",3.5,4,3.5,"Medicare"
"1235",3.5,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","IN","PPO","Yes",3,3.5,3,"Medicare"
"1332",3.5,"UnitedHealthcare of the Midlands, Inc. - IL/IN
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","IN","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"1431",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","IN","HMO/POS","No",3.5,3.5,2.5,"Medicare"
"1531",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","IN","PPO","No",4,3,3,"Medicare"
"1630",3,"Indiana University Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7220","IN","HMO/POS","No",3.5,3.5,3,"Medicare"
"1729",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","IN","PPO","No",NA,1.5,3,"Medicare"
"1825",NA,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana
                                    
                                        
                                    

                                    
                                        CMS Contract: H9954","IN","HMO","No",NA,NA,NA,"Medicare"
"1924",NA,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (Regional)
                                    
                                        
                                    

                                    
                                        CMS Contract: R5941","IN","PPO","No",NA,NA,NA,"Medicare"
"940",3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",3,3.5,3,"Medicaid"
"1039",3.5,"MDwise, Inc.","IN","HMO","Yes",3,3,3,"Medicaid"
"1138",3,"Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services)","IN","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"1236",NA,"CareSource Indiana, Inc.","IN","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"941",4.5,"HealthPartners Administrators Inc.","IA","HMO/POS/PPO","Yes",3,4,4,"Commercial"
"1040",4.5,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: Accreditation","IA","HMO/POS","Yes",4,3.5,4,"Commercial"
"1139",4,"Avera Health Plans, Inc.","IA","HMO","Yes",4,3.5,3,"Commercial"
"1237",4,"Health Alliance Midwest, Inc.","IA","HMO/POS","Yes",4,3.5,3.5,"Commercial"
"1333",4,"Sanford Health Plan","IA","HMO","Yes",3,4,3.5,"Commercial"
"1432",4,"United HealthCare Services, Inc. (Iowa)","IA","PPO","Yes",3,3.5,3.5,"Commercial"
"1532",4,"UnitedHealthcare Insurance Company (Iowa)","IA","PPO","Yes",3,3.5,3.5,"Commercial"
"1631",4,"UnitedHealthcare Plan of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,3.5,3,"Commercial"
"1730",4,"Wellmark Health Plan of Iowa, Inc.","IA","HMO/POS","Yes",4,4,3.5,"Commercial"
"1826",3.5,"Aetna Life Insurance Company (Iowa)","IA","PPO/EPO","Yes",2.5,2.5,3,"Commercial"
"1925",3,"Cigna Health and Life Insurance Company - Iowa","IA","PPO","Yes",3,2,2.5,"Commercial"
"2023",1.5,"American Postal Workers Union Health Plan","IA","PPO","No",4,0.5,1.5,"Commercial"
"2121",NA,"Aetna Health of Iowa Inc.","IA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2219",NA,"Aetna Health of Iowa Inc. dba Coventry Health Care of Iowa","IA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2316",NA,"Gundersen Health Plan, Inc.","IA","HMO","Yes",NA,NA,NA,"Commercial"
"2414",NA,"Medica Insurance Company-Iowa","IA","PPO","Yes",NA,NA,NA,"Commercial"
"2512",NA,"UnitedHealthcare Military & Veterans Services, LLC","IA","POS","Yes",NA,NA,NA,"Commercial"
"2612",NA,"Wellmark Synergy Health, Inc.","IA","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2711",NA,"Wellmark Value Health Plan, Inc.","IA","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2810",NA,"Wellmark, Inc. d/b/a Wellmark Blue Cross and Blue Shield of Iowa","IA","PPO","Yes",NA,NA,NA,"Commercial"
"299",12,"12","IA","12","12",12,12,12,"Commercial"
"942",5,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1651","IA","HMO","Yes",5,4.5,NA,"Medicare"
"1041",4.5,"Gundersen Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5262","IA","HMO","Yes",5,4.5,4,"Medicare"
"1140",4,"Aetna Health Inc. (Florida) - Iowa
                                    
                                        
                                    

                                    
                                        CMS Contract: H1609","IA","HMO","Yes",4,4.5,3.5,"Medicare"
"1238",4,"Aetna Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","IA","PPO","Yes",3.5,4,3.5,"Medicare"
"1334",4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","IA","PPO","Yes",4,5,3.5,"Medicare"
"1433",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","IA","PPO","No",4,3.5,3.5,"Medicare"
"1533",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","IA","PPO","No",3.5,4,3.5,"Medicare"
"1632",3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","IA","PPO","Yes",3,3.5,3,"Medicare"
"1731",3.5,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","IA","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"1827",3.5,"UnitedHealthcare of Wisconsin, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","IA","HMO/POS","Yes",3.5,4,3,"Medicare"
"1926",3,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","IA","HMO","No",2,3,3.5,"Medicare"
"2024",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1737","IA","HMO","Yes",NA,1.5,2,"Medicare"
"2122",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2591","IA","PPO","No",NA,0.5,NA,"Medicare"
"943",3.5,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (IA)","IA","HMO","Yes",3,3,3.5,"Medicaid"
"1042",NA,"Amerigroup Iowa Inc.","IA","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"944",4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","KS","HMO","Yes",4,3.5,3,"Commercial"
"1043",3.5,"Blue Cross and Blue Shield of Kansas City","KS","PPO","Yes",3,3,3,"Commercial"
"1141",3.5,"Humana Health Plan, Inc. (Kansas City)","KS","HMO/POS","Yes",4,2,3,"Commercial"
"1239",3,"Aetna Health Inc. (Pennsylvania) - Missouri","KS","HMO/POS","Yes",2.5,2,3,"Commercial"
"1335",3,"Aetna Life Insurance Company (Kansas)","KS","PPO/EPO","Yes",3,2,2.5,"Commercial"
"1434",3,"Humana Insurance Company (KS, MO)","KS","PPO","Yes",2,2.5,3,"Commercial"
"1534",3,"United Healthcare Services, Inc  (Kansas)","KS","PPO","Yes",2.5,2,3,"Commercial"
"1633",3,"UnitedHealthcare Insurance Company (Kansas)","KS","PPO","Yes",2.5,2,3,"Commercial"
"1732",2.5,"Cigna Health and Life Insurance Company - Kansas","KS","PPO","Yes",3,1.5,2,"Commercial"
"1828",2.5,"Cigna HealthCare of St. Louis, Inc.","KS","HMO/POS","Yes",2.5,2,2,"Commercial"
"1927",1.5,"American Postal Workers Union Health Plan","KS","PPO","No",4,0.5,1.5,"Commercial"
"2025",NA,"Coventry Health and Life Insurance Company (Kansas)","KS","PPO","Yes",NA,NA,NA,"Commercial"
"2123",NA,"Coventry Health Care of Kansas, Inc.","KS","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2220",NA,"Medica Insurance Company (Kansas)","KS","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"2317",NA,"UnitedHealthcare Military & Veterans Services, LLC","KS","POS","Yes",NA,NA,NA,"Commercial"
"2415",NA,"UnitedHealthcare of the Midwest, Inc.","KS","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2513",NA,"Compass Rose Health Plan","KS","PPO","No",NA,NA,NA,"Commercial"
"2613",NA,"Government Employees Health Association, Inc.","KS","PPO","No",NA,NA,NA,"Commercial"
"2712",NA,"National Association of Letter Carriers Health Benefit Plan","KS","PPO","No",NA,NA,NA,"Commercial"
"2811",NA,"Special Agents Mutual Benefit Association","KS","PPO","No",NA,NA,NA,"Commercial"
"945",4,"Aetna Health Inc. (Pennsylvania) - Missouri
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","KS","HMO","Yes",3.5,3,3.5,"Medicare"
"1044",4,"Aetna Life Insurance Company (Kansas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","KS","PPO","Yes",3.5,4,3.5,"Medicare"
"1142",4,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","KS","HMO/POS","No",3.5,4.5,4,"Medicare"
"1240",4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","KS","PPO","Yes",4,5,3.5,"Medicare"
"1336",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","KS","PPO","No",4,3.5,3.5,"Medicare"
"1435",3.5,"Coventry Health Care of Missouri, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2663","KS","HMO/POS","No",4,4,3.5,"Medicare"
"1535",3.5,"Humana Health Plan, Inc. (Kansas City)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","KS","HMO","Yes",2.5,3,3,"Medicare"
"1634",3.5,"Humana Insurance Company (KS, MO)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","KS","PPO","Yes",3.5,4,3,"Medicare"
"1733",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","KS","PPO","No",3.5,4,3.5,"Medicare"
"1829",3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","KS","PPO","Yes",3,3.5,3,"Medicare"
"1928",3.5,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","KS","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"2026",3,"Blue-Advantage Plus of Kansas City, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1352","KS","HMO","No",3,3,3,"Medicare"
"2124",2.5,"Cigna HealthCare of St. Louis, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9460","KS","HMO","No",2,2.5,3,"Medicare"
"2221",NA,"Humana Insurance Company (Oklahoma)
                                    
                                        
                                    

                                    
                                        CMS Contract: R4845","KS","PPO","No",NA,1,2.5,"Medicare"
"946",3.5,"Amerigroup Kansas, Inc.","KS","HMO","Yes",3,2.5,3,"Medicaid"
"1045",3.5,"Sunflower State Health Plan","KS","HMO","Yes",4,2.5,3,"Medicaid"
"1143",3.5,"UnitedHealthcare of the Midwest, Inc. dba UnitedHealthcare Community Plan (KS)","KS","HMO","Yes",3,2.5,3.5,"Medicaid"
"947",3.5,"Humana Health Plan, Inc. (Kentucky)","KY","HMO/POS","Yes",3.5,3,3,"Commercial"
"1046",3.5,"Humana Health Plan, Inc. (Kentucky)","KY","PPO","Yes",3.5,3.5,3,"Commercial"
"1144",3.5,"United HealthCare Services, Inc. (Kentucky)","KY","PPO","Yes",2.5,3,3,"Commercial"
"1241",3.5,"UnitedHealthcare Insurance Company (Kentucky)","KY","PPO","Yes",2.5,3,3,"Commercial"
"1337",3,"Aetna Health Inc. (Pennsylvania) - Ohio","KY","HMO/POS","Yes",3,2,3,"Commercial"
"1436",3,"Aetna Life Insurance Company (Kentucky)","KY","PPO/EPO","Yes",2.5,2,3,"Commercial"
"1536",2.5,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO/EPO","Yes",3.5,2,2,"Commercial"
"1635",2.5,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","Yes",2.5,2,2.5,"Commercial"
"1734",2.5,"Cigna Health and Life Insurance Company - Kentucky","KY","PPO","Yes",2.5,1.5,2,"Commercial"
"1830",1.5,"American Postal Workers Union Health Plan","KY","PPO","No",4,0.5,1.5,"Commercial"
"1929",NA,"UnitedHealthcare of Kentucky, LTD.","KY","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2027",NA,"Compass Rose Health Plan","KY","PPO","No",NA,NA,NA,"Commercial"
"2125",NA,"Government Employees Health Association, Inc.","KY","PPO","No",NA,NA,NA,"Commercial"
"2222",NA,"National Association of Letter Carriers Health Benefit Plan","KY","PPO","No",NA,NA,NA,"Commercial"
"2318",NA,"Special Agents Mutual Benefit Association","KY","PPO","No",NA,NA,NA,"Commercial"
"948",4,"Aetna Health Inc. (Pennsylvania) - Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","KY","HMO","Yes",3.5,3,3.5,"Medicare"
"1047",4,"Aetna Life Insurance Company (Kentucky)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","KY","PPO","Yes",3.5,4,3.5,"Medicare"
"1145",4,"Sierra Health and Life Insurance Company, Inc. (KY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","KY","PPO","Yes",4,5,3.5,"Medicare"
"1242",3.5,"Arcadian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5619","KY","HMO","Yes",3.5,3,3,"Medicare"
"1338",3.5,"Humana Insurance Company (Kentucky)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","KY","PPO","Yes",3.5,4,3,"Medicare"
"1437",3.5,"RiverLink Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H9208","KY","HMO","No",4.5,3,3,"Medicare"
"1537",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","KY","PPO","No",3.5,4,3.5,"Medicare"
"1636",3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","KY","PPO","Yes",3,3.5,3,"Medicare"
"1735",3.5,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","KY","HMO/POS","Yes",3.5,4,3,"Medicare"
"1831",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","KY","PPO","No",4,3,3,"Medicare"
"1930",2.5,"University Health Care (UHC) dba Passport Health Plan (PHP) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H9870","KY","HMO","No",2.5,2.5,2.5,"Medicare"
"2028",2.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9730","KY","HMO/POS","Yes",2,2,2.5,"Medicare"
"2126",NA,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (Regional)
                                    
                                        
                                    

                                    
                                        CMS Contract: R5941","KY","PPO","No",NA,NA,NA,"Medicare"
"2223",NA,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9190","KY","HMO","No",NA,NA,NA,"Medicare"
"949",3.5,"Aetna Better Health of Kentucky","KY","HMO","Yes",4,2,3,"Medicaid"
"1048",3.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.","KY","HMO","Yes",3.5,2,3,"Medicaid"
"1146",3,"Anthem Kentucky Managed Care Plan, Inc.","KY","HMO","Yes",2,2,2.5,"Medicaid"
"1243",3,"Humana Health Plan, Inc. (Kentucky)","KY","HMO","Yes",4,1.5,2.5,"Medicaid"
"1339",3,"University Health Care (UHC) dba Passport Health Plan (PHP)","KY","HMO","Yes",3,2.5,2.5,"Medicaid"
"950",4,"Vantage Health Plan, Inc.","LA","HMO/POS","Yes",5,3.5,3,"Commercial"
"1049",3.5,"Humana Health Benefit Plan of Louisiana, Inc.","LA","HMO/POS","Yes",3,3.5,2.5,"Commercial"
"1147",3.5,"United HealthCare Services, Inc. (Louisiana)","LA","PPO","Yes",3.5,3,2.5,"Commercial"
"1244",3.5,"UnitedHealthcare Insurance Company (Louisiana)","LA","PPO","Yes",3.5,3,2.5,"Commercial"
"1340",3,"Aetna Life Insurance Company (Louisiana)","LA","PPO/EPO","Yes",4,2,2,"Commercial"
"1438",3,"Cigna Health and Life Insurance Company - Louisiana","LA","PPO","Yes",4,2,2,"Commercial"
"1538",2.5,"CHRISTUS Health Plan","LA","HMO","No (Scheduled)",4.5,2,2,"Commercial"
"1637",1.5,"American Postal Workers Union Health Plan","LA","PPO","No",4,0.5,1.5,"Commercial"
"1736",NA,"Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana","LA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1832",NA,"Aetna Health Inc. - Louisiana","LA","HMO/POS","No (In process)",NA,NA,NA,"Commercial"
"1931",NA,"Compass Rose Health Plan","LA","PPO","No",NA,NA,NA,"Commercial"
"2029",NA,"Government Employees Health Association, Inc.","LA","PPO","No",NA,NA,NA,"Commercial"
"2127",NA,"National Association of Letter Carriers Health Benefit Plan","LA","PPO","No",NA,NA,NA,"Commercial"
"2224",NA,"Special Agents Mutual Benefit Association","LA","PPO","No",NA,NA,NA,"Commercial"
"951",4,"Aetna Life Insurance Company (Louisiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","LA","PPO","Yes",3.5,4,3.5,"Medicare"
"1050",4,"New Orleans Regional Physician Hospital Organization, Inc. d/b/a Peoples Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H1961","LA","HMO","Yes",3.5,4.5,3.5,"Medicare"
"1148",4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","LA","PPO","Yes",4,5,3.5,"Medicare"
"1245",3.5,"Humana Health Benefit Plan of Louisiana, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1951","LA","HMO","Yes",3.5,3.5,3,"Medicare"
"1341",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","LA","PPO","No",3.5,4,3.5,"Medicare"
"1439",3.5,"UnitedHealthcare Insurance Company (AR,LA,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","LA","PPO","Yes",3,3.5,3,"Medicare"
"1539",3.5,"Vantage Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5576","LA","HMO/POS","Yes",3.5,2.5,2.5,"Medicare"
"1638",3,"Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana
                                    
                                        
                                    

                                    
                                        CMS Contract: H3928","LA","HMO","No",3,3,3,"Medicare"
"1737",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","LA","PPO","No",4,3,3,"Medicare"
"1833",2.5,"UnitedHealthcare Insurance Company (Washington) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H5008","LA","HMO","No",1.5,3,3,"Medicare"
"1932",2.5,"WellCare Health Insurance of Arizona, Inc. (Louisiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2491","LA","HMO","Yes",1.5,2,2.5,"Medicare"
"2030",NA,"Humana Insurance Company (Mississippi)
                                    
                                        
                                    

                                    
                                        CMS Contract: R0110","LA","PPO","No",NA,1.5,2.5,"Medicare"
"952",3.5,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4.5,3,2.5,"Medicaid"
"1051",3.5,"UnitedHealthcare of Louisiana, Inc. dba UnitedHealthcare Community Plan (LA)","LA","HMO","Yes",4.5,3.5,2.5,"Medicaid"
"1149",3,"Community Care Health Plan of Louisiana, Inc. d/b/a Healthy Blue","LA","HMO","Yes",3,2.5,2,"Medicaid"
"1246",3,"Louisiana Healthcare Connections, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: LA Medicaid","LA","HMO","Yes",4,3,2,"Medicaid"
"1342",2.5,"Aetna Better Health of Louisiana","LA","HMO","Yes (Interim)",3,2.5,2,"Medicaid"
"953",4.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",3.5,4,4,"Commercial"
"1052",4.5,"Harvard Pilgrim Health Care, Inc.","ME","HMO/POS","Yes",3.5,4.5,3.5,"Commercial"
"1150",4.5,"Martin's Point US Family Health Plan (ME)","ME","HMO","Yes",5,4,4,"Commercial"
"1247",4,"Cigna Health and Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3,3.5,3.5,"Commercial"
"1343",3,"Aetna Life Insurance Company (Maine)","ME","PPO/EPO","Yes",2.5,2,3,"Commercial"
"1440",3,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","ME","PPO","Yes",4,2,2.5,"Commercial"
"1540",3,"Maine Community Health Options DBA Community Health Options","ME","PPO","Yes",2,3,3,"Commercial"
"1639",1.5,"American Postal Workers Union Health Plan","ME","PPO","No",4,0.5,1.5,"Commercial"
"1738",NA,"Aetna Health Inc. (Maine)","ME","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1834",NA,"Maine Community Health Options DBA Community Health Options","ME","HMO","Yes",NA,NA,NA,"Commercial"
"1933",NA,"Compass Rose Health Plan","ME","PPO","No",NA,NA,NA,"Commercial"
"2031",NA,"Government Employees Health Association, Inc.","ME","PPO","No",NA,NA,NA,"Commercial"
"2128",NA,"National Association of Letter Carriers Health Benefit Plan","ME","PPO","No",NA,NA,NA,"Commercial"
"2225",NA,"Special Agents Mutual Benefit Association","ME","PPO","No",NA,NA,NA,"Commercial"
"954",4.5,"Aetna Health Inc. (Maine)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3597","ME","HMO","Yes",4,4.5,4,"Medicare"
"1053",4,"Aetna Life Insurance Company (Maine)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","ME","PPO","Yes",3.5,4,3.5,"Medicare"
"1151",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","ME","HMO/POS","No",4.5,4,4,"Medicare"
"1248",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","ME","PPO","No",4,4,4,"Medicare"
"1344",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","ME","PPO","Yes",4,5,3.5,"Medicare"
